,State,Total Cases-State,New Cases-State,Total Deaths-State,New Deaths-State,Fatality Rate-State,Date-State
28727,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28728,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28729,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28745,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28758,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28757,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28756,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28755,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28754,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28753,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28752,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28751,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28750,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28749,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28748,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28747,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28746,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28744,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28730,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28743,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28742,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28741,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28740,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28739,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28738,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28737,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28736,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28735,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28734,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28733,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28732,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28731,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28824,California,852410,3334,16567,81,0.0194,2020-10-10
28825,California,852410,3334,16567,81,0.0194,2020-10-10
28826,California,852410,3334,16567,81,0.0194,2020-10-10
28827,California,852410,3334,16567,81,0.0194,2020-10-10
28920,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28919,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28918,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28917,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28916,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28915,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28914,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28913,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28912,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28911,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28910,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28909,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28908,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28907,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28906,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28905,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28904,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28903,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28902,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28901,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28900,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28899,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28898,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28897,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28896,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28895,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28894,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28893,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28892,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28921,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28922,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28923,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28939,California,852410,3334,16567,81,0.0194,2020-10-10
28952,California,852410,3334,16567,81,0.0194,2020-10-10
28951,California,852410,3334,16567,81,0.0194,2020-10-10
28950,California,852410,3334,16567,81,0.0194,2020-10-10
28949,California,852410,3334,16567,81,0.0194,2020-10-10
28948,California,852410,3334,16567,81,0.0194,2020-10-10
28947,California,852410,3334,16567,81,0.0194,2020-10-10
28946,California,852410,3334,16567,81,0.0194,2020-10-10
28945,California,852410,3334,16567,81,0.0194,2020-10-10
28944,California,852410,3334,16567,81,0.0194,2020-10-10
28943,California,852410,3334,16567,81,0.0194,2020-10-10
28942,California,852410,3334,16567,81,0.0194,2020-10-10
28941,California,852410,3334,16567,81,0.0194,2020-10-10
28940,California,852410,3334,16567,81,0.0194,2020-10-10
28938,California,852410,3334,16567,81,0.0194,2020-10-10
28924,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28937,California,852410,3334,16567,81,0.0194,2020-10-10
28936,California,852410,3334,16567,81,0.0194,2020-10-10
28935,California,852410,3334,16567,81,0.0194,2020-10-10
28934,California,852410,3334,16567,81,0.0194,2020-10-10
28933,California,852410,3334,16567,81,0.0194,2020-10-10
28932,California,852410,3334,16567,81,0.0194,2020-10-10
28931,California,852410,3334,16567,81,0.0194,2020-10-10
28930,California,852410,3334,16567,81,0.0194,2020-10-10
28929,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28928,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28927,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28926,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28925,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28891,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28890,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28889,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28842,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28855,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28854,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28853,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28852,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28851,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28850,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28849,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28848,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28847,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28846,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28845,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28844,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28843,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28841,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28857,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28840,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28839,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28838,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28837,California,852410,3334,16567,81,0.0194,2020-10-10
28836,California,852410,3334,16567,81,0.0194,2020-10-10
28835,California,852410,3334,16567,81,0.0194,2020-10-10
28834,California,852410,3334,16567,81,0.0194,2020-10-10
28833,California,852410,3334,16567,81,0.0194,2020-10-10
28832,California,852410,3334,16567,81,0.0194,2020-10-10
28831,California,852410,3334,16567,81,0.0194,2020-10-10
28830,California,852410,3334,16567,81,0.0194,2020-10-10
28829,California,852410,3334,16567,81,0.0194,2020-10-10
28828,California,852410,3334,16567,81,0.0194,2020-10-10
28856,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28858,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28888,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28874,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28887,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28886,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28885,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28884,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28883,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28882,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28881,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28880,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28879,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28878,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28877,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28876,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28875,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28873,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28859,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28872,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28871,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28870,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28869,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28868,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28867,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28866,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28865,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28864,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28863,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28862,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28861,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28860,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28697,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28696,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28695,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28566,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28532,California,852410,3334,16567,81,0.0194,2020-10-10
28531,California,852410,3334,16567,81,0.0194,2020-10-10
28530,California,852410,3334,16567,81,0.0194,2020-10-10
28529,California,852410,3334,16567,81,0.0194,2020-10-10
28528,California,852410,3334,16567,81,0.0194,2020-10-10
28527,California,852410,3334,16567,81,0.0194,2020-10-10
28526,California,852410,3334,16567,81,0.0194,2020-10-10
28525,California,852410,3334,16567,81,0.0194,2020-10-10
28524,California,852410,3334,16567,81,0.0194,2020-10-10
28523,California,852410,3334,16567,81,0.0194,2020-10-10
28522,California,852410,3334,16567,81,0.0194,2020-10-10
28521,California,852410,3334,16567,81,0.0194,2020-10-10
28520,California,852410,3334,16567,81,0.0194,2020-10-10
28519,California,852410,3334,16567,81,0.0194,2020-10-10
28518,California,852410,3334,16567,81,0.0194,2020-10-10
28517,California,852410,3334,16567,81,0.0194,2020-10-10
28516,California,852410,3334,16567,81,0.0194,2020-10-10
28515,California,852410,3334,16567,81,0.0194,2020-10-10
28514,California,852410,3334,16567,81,0.0194,2020-10-10
28513,California,852410,3334,16567,81,0.0194,2020-10-10
28512,California,852410,3334,16567,81,0.0194,2020-10-10
28511,California,852410,3334,16567,81,0.0194,2020-10-10
28510,California,852410,3334,16567,81,0.0194,2020-10-10
28509,California,852410,3334,16567,81,0.0194,2020-10-10
28508,California,852410,3334,16567,81,0.0194,2020-10-10
28507,California,852410,3334,16567,81,0.0194,2020-10-10
28506,California,852410,3334,16567,81,0.0194,2020-10-10
28505,California,852410,3334,16567,81,0.0194,2020-10-10
28504,California,852410,3334,16567,81,0.0194,2020-10-10
28533,California,852410,3334,16567,81,0.0194,2020-10-10
28534,California,852410,3334,16567,81,0.0194,2020-10-10
28535,California,852410,3334,16567,81,0.0194,2020-10-10
28551,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28564,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28563,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28562,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28561,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28560,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28559,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28558,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28557,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28556,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28555,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28554,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28553,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28552,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28550,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28536,California,852410,3334,16567,81,0.0194,2020-10-10
28549,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28548,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28547,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28546,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28545,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28544,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28543,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28542,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28541,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28540,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28539,California,852410,3334,16567,81,0.0194,2020-10-10
28538,California,852410,3334,16567,81,0.0194,2020-10-10
28537,California,852410,3334,16567,81,0.0194,2020-10-10
28503,California,852410,3334,16567,81,0.0194,2020-10-10
28502,California,852410,3334,16567,81,0.0194,2020-10-10
28501,California,852410,3334,16567,81,0.0194,2020-10-10
28454,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28467,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28466,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28465,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28464,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28463,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28462,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28461,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28460,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28459,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28458,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28457,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28456,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28455,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28453,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28469,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28452,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28451,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28450,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28449,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28448,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28447,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28446,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28445,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28444,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28443,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28442,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28441,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28440,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28468,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28470,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28500,California,852410,3334,16567,81,0.0194,2020-10-10
28486,California,852410,3334,16567,81,0.0194,2020-10-10
28499,California,852410,3334,16567,81,0.0194,2020-10-10
28498,California,852410,3334,16567,81,0.0194,2020-10-10
28497,California,852410,3334,16567,81,0.0194,2020-10-10
28496,California,852410,3334,16567,81,0.0194,2020-10-10
28495,California,852410,3334,16567,81,0.0194,2020-10-10
28494,California,852410,3334,16567,81,0.0194,2020-10-10
28493,California,852410,3334,16567,81,0.0194,2020-10-10
28492,California,852410,3334,16567,81,0.0194,2020-10-10
28491,California,852410,3334,16567,81,0.0194,2020-10-10
28490,California,852410,3334,16567,81,0.0194,2020-10-10
28489,California,852410,3334,16567,81,0.0194,2020-10-10
28488,California,852410,3334,16567,81,0.0194,2020-10-10
28487,California,852410,3334,16567,81,0.0194,2020-10-10
28485,California,852410,3334,16567,81,0.0194,2020-10-10
28471,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28484,California,852410,3334,16567,81,0.0194,2020-10-10
28483,California,852410,3334,16567,81,0.0194,2020-10-10
28482,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28481,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28480,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28479,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28478,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28477,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28476,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28475,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28474,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28473,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28472,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28565,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28567,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28694,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28568,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28661,California,852410,3334,16567,81,0.0194,2020-10-10
28660,California,852410,3334,16567,81,0.0194,2020-10-10
28659,California,852410,3334,16567,81,0.0194,2020-10-10
28658,California,852410,3334,16567,81,0.0194,2020-10-10
28657,California,852410,3334,16567,81,0.0194,2020-10-10
28656,California,852410,3334,16567,81,0.0194,2020-10-10
28655,California,852410,3334,16567,81,0.0194,2020-10-10
28654,California,852410,3334,16567,81,0.0194,2020-10-10
28653,California,852410,3334,16567,81,0.0194,2020-10-10
28652,California,852410,3334,16567,81,0.0194,2020-10-10
28651,California,852410,3334,16567,81,0.0194,2020-10-10
28650,California,852410,3334,16567,81,0.0194,2020-10-10
28649,California,852410,3334,16567,81,0.0194,2020-10-10
28648,California,852410,3334,16567,81,0.0194,2020-10-10
28647,California,852410,3334,16567,81,0.0194,2020-10-10
28646,California,852410,3334,16567,81,0.0194,2020-10-10
28645,California,852410,3334,16567,81,0.0194,2020-10-10
28644,California,852410,3334,16567,81,0.0194,2020-10-10
28643,California,852410,3334,16567,81,0.0194,2020-10-10
28642,California,852410,3334,16567,81,0.0194,2020-10-10
28641,California,852410,3334,16567,81,0.0194,2020-10-10
28640,California,852410,3334,16567,81,0.0194,2020-10-10
28639,California,852410,3334,16567,81,0.0194,2020-10-10
28638,California,852410,3334,16567,81,0.0194,2020-10-10
28637,California,852410,3334,16567,81,0.0194,2020-10-10
28636,California,852410,3334,16567,81,0.0194,2020-10-10
28635,California,852410,3334,16567,81,0.0194,2020-10-10
28634,California,852410,3334,16567,81,0.0194,2020-10-10
28633,California,852410,3334,16567,81,0.0194,2020-10-10
28662,California,852410,3334,16567,81,0.0194,2020-10-10
28663,California,852410,3334,16567,81,0.0194,2020-10-10
28664,California,852410,3334,16567,81,0.0194,2020-10-10
28680,California,852410,3334,16567,81,0.0194,2020-10-10
28693,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28692,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28691,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28690,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28689,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28688,California,852410,3334,16567,81,0.0194,2020-10-10
28687,California,852410,3334,16567,81,0.0194,2020-10-10
28686,California,852410,3334,16567,81,0.0194,2020-10-10
28685,California,852410,3334,16567,81,0.0194,2020-10-10
28684,California,852410,3334,16567,81,0.0194,2020-10-10
28683,California,852410,3334,16567,81,0.0194,2020-10-10
28682,California,852410,3334,16567,81,0.0194,2020-10-10
28681,California,852410,3334,16567,81,0.0194,2020-10-10
28679,California,852410,3334,16567,81,0.0194,2020-10-10
28665,California,852410,3334,16567,81,0.0194,2020-10-10
28678,California,852410,3334,16567,81,0.0194,2020-10-10
28677,California,852410,3334,16567,81,0.0194,2020-10-10
28676,California,852410,3334,16567,81,0.0194,2020-10-10
28675,California,852410,3334,16567,81,0.0194,2020-10-10
28674,California,852410,3334,16567,81,0.0194,2020-10-10
28673,California,852410,3334,16567,81,0.0194,2020-10-10
28672,California,852410,3334,16567,81,0.0194,2020-10-10
28671,California,852410,3334,16567,81,0.0194,2020-10-10
28670,California,852410,3334,16567,81,0.0194,2020-10-10
28669,California,852410,3334,16567,81,0.0194,2020-10-10
28668,California,852410,3334,16567,81,0.0194,2020-10-10
28667,California,852410,3334,16567,81,0.0194,2020-10-10
28666,California,852410,3334,16567,81,0.0194,2020-10-10
28632,California,852410,3334,16567,81,0.0194,2020-10-10
28631,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28630,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28583,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28596,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28595,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28594,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28593,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28592,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28591,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28590,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28589,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28588,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28587,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28586,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28585,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28584,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28582,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28598,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28581,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28580,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28579,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28578,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28577,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28576,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28575,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28574,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28573,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28572,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28571,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28570,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28569,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28597,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28599,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28629,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28615,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28628,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28627,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28626,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28625,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28624,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28623,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28622,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28621,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28620,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28619,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28618,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28617,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28616,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28614,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28600,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28613,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28612,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28611,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28610,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28609,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28608,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28607,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28606,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28605,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28604,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28603,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28602,Indiana,133411,1918,3782,21,0.0283,2020-10-10
28601,Indiana,133411,1918,3782,21,0.0283,2020-10-10
27922,California,852410,3334,16567,81,0.0194,2020-10-10
27920,California,852410,3334,16567,81,0.0194,2020-10-10
26888,California,852410,3334,16567,81,0.0194,2020-10-10
27210,Indiana,133411,1918,3782,21,0.0283,2020-10-10
27240,Indiana,133411,1918,3782,21,0.0283,2020-10-10
27239,Indiana,133411,1918,3782,21,0.0283,2020-10-10
27238,Indiana,133411,1918,3782,21,0.0283,2020-10-10
27237,Indiana,133411,1918,3782,21,0.0283,2020-10-10
27236,Indiana,133411,1918,3782,21,0.0283,2020-10-10
27235,Indiana,133411,1918,3782,21,0.0283,2020-10-10
27234,Indiana,133411,1918,3782,21,0.0283,2020-10-10
27233,Indiana,133411,1918,3782,21,0.0283,2020-10-10
27232,Indiana,133411,1918,3782,21,0.0283,2020-10-10
27231,Indiana,133411,1918,3782,21,0.0283,2020-10-10
27230,Indiana,133411,1918,3782,21,0.0283,2020-10-10
27229,Indiana,133411,1918,3782,21,0.0283,2020-10-10
27228,Indiana,133411,1918,3782,21,0.0283,2020-10-10
27227,Indiana,133411,1918,3782,21,0.0283,2020-10-10
27226,Indiana,133411,1918,3782,21,0.0283,2020-10-10
27225,Indiana,133411,1918,3782,21,0.0283,2020-10-10
27224,Indiana,133411,1918,3782,21,0.0283,2020-10-10
27223,Indiana,133411,1918,3782,21,0.0283,2020-10-10
27222,Indiana,133411,1918,3782,21,0.0283,2020-10-10
27221,Indiana,133411,1918,3782,21,0.0283,2020-10-10
27220,Indiana,133411,1918,3782,21,0.0283,2020-10-10
27219,Indiana,133411,1918,3782,21,0.0283,2020-10-10
27218,Indiana,133411,1918,3782,21,0.0283,2020-10-10
27217,Indiana,133411,1918,3782,21,0.0283,2020-10-10
27216,Indiana,133411,1918,3782,21,0.0283,2020-10-10
27215,Indiana,133411,1918,3782,21,0.0283,2020-10-10
27214,Indiana,133411,1918,3782,21,0.0283,2020-10-10
27213,Indiana,133411,1918,3782,21,0.0283,2020-10-10
27212,Indiana,133411,1918,3782,21,0.0283,2020-10-10
27241,Indiana,133411,1918,3782,21,0.0283,2020-10-10
27242,Indiana,133411,1918,3782,21,0.0283,2020-10-10
27243,Indiana,133411,1918,3782,21,0.0283,2020-10-10
27259,Indiana,133411,1918,3782,21,0.0283,2020-10-10
27272,Indiana,133411,1918,3782,21,0.0283,2020-10-10
27271,Indiana,133411,1918,3782,21,0.0283,2020-10-10
27270,Indiana,133411,1918,3782,21,0.0283,2020-10-10
27269,Indiana,133411,1918,3782,21,0.0283,2020-10-10
27268,Indiana,133411,1918,3782,21,0.0283,2020-10-10
27267,Indiana,133411,1918,3782,21,0.0283,2020-10-10
27266,Indiana,133411,1918,3782,21,0.0283,2020-10-10
27265,Indiana,133411,1918,3782,21,0.0283,2020-10-10
