,State,Total Cases-State,New Cases-State,Total Deaths-State,New Deaths-State,Fatality Rate-State,Date-State
21399,Indiana,133411,1918,3782,21,0.0283,2020-10-10
21398,Indiana,133411,1918,3782,21,0.0283,2020-10-10
21397,Indiana,133411,1918,3782,21,0.0283,2020-10-10
21396,Indiana,133411,1918,3782,21,0.0283,2020-10-10
21395,Indiana,133411,1918,3782,21,0.0283,2020-10-10
21394,Indiana,133411,1918,3782,21,0.0283,2020-10-10
21423,Indiana,133411,1918,3782,21,0.0283,2020-10-10
21424,Indiana,133411,1918,3782,21,0.0283,2020-10-10
21425,Indiana,133411,1918,3782,21,0.0283,2020-10-10
21441,Indiana,133411,1918,3782,21,0.0283,2020-10-10
21454,Indiana,133411,1918,3782,21,0.0283,2020-10-10
21453,Indiana,133411,1918,3782,21,0.0283,2020-10-10
21452,Indiana,133411,1918,3782,21,0.0283,2020-10-10
21451,Indiana,133411,1918,3782,21,0.0283,2020-10-10
21450,Indiana,133411,1918,3782,21,0.0283,2020-10-10
21449,Indiana,133411,1918,3782,21,0.0283,2020-10-10
21448,Indiana,133411,1918,3782,21,0.0283,2020-10-10
21447,Indiana,133411,1918,3782,21,0.0283,2020-10-10
21446,Indiana,133411,1918,3782,21,0.0283,2020-10-10
21445,Indiana,133411,1918,3782,21,0.0283,2020-10-10
21444,Indiana,133411,1918,3782,21,0.0283,2020-10-10
21443,Indiana,133411,1918,3782,21,0.0283,2020-10-10
21442,Indiana,133411,1918,3782,21,0.0283,2020-10-10
21440,Indiana,133411,1918,3782,21,0.0283,2020-10-10
21426,Indiana,133411,1918,3782,21,0.0283,2020-10-10
21439,Indiana,133411,1918,3782,21,0.0283,2020-10-10
21438,Indiana,133411,1918,3782,21,0.0283,2020-10-10
21437,Indiana,133411,1918,3782,21,0.0283,2020-10-10
21436,Indiana,133411,1918,3782,21,0.0283,2020-10-10
21435,Indiana,133411,1918,3782,21,0.0283,2020-10-10
21434,Indiana,133411,1918,3782,21,0.0283,2020-10-10
21433,Indiana,133411,1918,3782,21,0.0283,2020-10-10
21432,Indiana,133411,1918,3782,21,0.0283,2020-10-10
21431,Indiana,133411,1918,3782,21,0.0283,2020-10-10
21430,Indiana,133411,1918,3782,21,0.0283,2020-10-10
21429,Indiana,133411,1918,3782,21,0.0283,2020-10-10
21428,Indiana,133411,1918,3782,21,0.0283,2020-10-10
21427,Indiana,133411,1918,3782,21,0.0283,2020-10-10
21393,Indiana,133411,1918,3782,21,0.0283,2020-10-10
21392,Indiana,133411,1918,3782,21,0.0283,2020-10-10
21391,Indiana,133411,1918,3782,21,0.0283,2020-10-10
21344,California,852410,3334,16567,81,0.0194,2020-10-10
21357,California,852410,3334,16567,81,0.0194,2020-10-10
21356,California,852410,3334,16567,81,0.0194,2020-10-10
21355,California,852410,3334,16567,81,0.0194,2020-10-10
21354,California,852410,3334,16567,81,0.0194,2020-10-10
21353,California,852410,3334,16567,81,0.0194,2020-10-10
21352,California,852410,3334,16567,81,0.0194,2020-10-10
21351,California,852410,3334,16567,81,0.0194,2020-10-10
21350,California,852410,3334,16567,81,0.0194,2020-10-10
21349,California,852410,3334,16567,81,0.0194,2020-10-10
21348,California,852410,3334,16567,81,0.0194,2020-10-10
21347,California,852410,3334,16567,81,0.0194,2020-10-10
21346,California,852410,3334,16567,81,0.0194,2020-10-10
21345,California,852410,3334,16567,81,0.0194,2020-10-10
21343,California,852410,3334,16567,81,0.0194,2020-10-10
21359,California,852410,3334,16567,81,0.0194,2020-10-10
21342,California,852410,3334,16567,81,0.0194,2020-10-10
21341,California,852410,3334,16567,81,0.0194,2020-10-10
21340,California,852410,3334,16567,81,0.0194,2020-10-10
21339,California,852410,3334,16567,81,0.0194,2020-10-10
21338,California,852410,3334,16567,81,0.0194,2020-10-10
21337,California,852410,3334,16567,81,0.0194,2020-10-10
21336,California,852410,3334,16567,81,0.0194,2020-10-10
21335,California,852410,3334,16567,81,0.0194,2020-10-10
21334,California,852410,3334,16567,81,0.0194,2020-10-10
21333,California,852410,3334,16567,81,0.0194,2020-10-10
21332,California,852410,3334,16567,81,0.0194,2020-10-10
21331,California,852410,3334,16567,81,0.0194,2020-10-10
21330,Indiana,133411,1918,3782,21,0.0283,2020-10-10
21358,California,852410,3334,16567,81,0.0194,2020-10-10
21360,California,852410,3334,16567,81,0.0194,2020-10-10
21390,Indiana,133411,1918,3782,21,0.0283,2020-10-10
21376,California,852410,3334,16567,81,0.0194,2020-10-10
21389,Indiana,133411,1918,3782,21,0.0283,2020-10-10
21388,Indiana,133411,1918,3782,21,0.0283,2020-10-10
21387,California,852410,3334,16567,81,0.0194,2020-10-10
21386,California,852410,3334,16567,81,0.0194,2020-10-10
21385,California,852410,3334,16567,81,0.0194,2020-10-10
21384,California,852410,3334,16567,81,0.0194,2020-10-10
21383,California,852410,3334,16567,81,0.0194,2020-10-10
21382,California,852410,3334,16567,81,0.0194,2020-10-10
21381,California,852410,3334,16567,81,0.0194,2020-10-10
21380,California,852410,3334,16567,81,0.0194,2020-10-10
21379,California,852410,3334,16567,81,0.0194,2020-10-10
21378,California,852410,3334,16567,81,0.0194,2020-10-10
21377,California,852410,3334,16567,81,0.0194,2020-10-10
21375,California,852410,3334,16567,81,0.0194,2020-10-10
21361,California,852410,3334,16567,81,0.0194,2020-10-10
21374,California,852410,3334,16567,81,0.0194,2020-10-10
21373,California,852410,3334,16567,81,0.0194,2020-10-10
21372,California,852410,3334,16567,81,0.0194,2020-10-10
21371,California,852410,3334,16567,81,0.0194,2020-10-10
21370,California,852410,3334,16567,81,0.0194,2020-10-10
21369,California,852410,3334,16567,81,0.0194,2020-10-10
21368,California,852410,3334,16567,81,0.0194,2020-10-10
21367,California,852410,3334,16567,81,0.0194,2020-10-10
21366,California,852410,3334,16567,81,0.0194,2020-10-10
21365,California,852410,3334,16567,81,0.0194,2020-10-10
21364,California,852410,3334,16567,81,0.0194,2020-10-10
21363,California,852410,3334,16567,81,0.0194,2020-10-10
21362,California,852410,3334,16567,81,0.0194,2020-10-10
22749,Indiana,133411,1918,3782,21,0.0283,2020-10-10
22750,Indiana,133411,1918,3782,21,0.0283,2020-10-10
22751,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24108,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24138,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24137,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24136,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24135,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24134,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24133,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24132,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24131,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24130,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24129,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24128,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24127,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24126,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24125,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24124,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24123,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24122,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24121,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24120,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24119,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24118,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24117,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24116,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24115,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24114,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24113,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24112,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24111,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24110,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24139,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24140,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24141,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24157,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24170,California,852410,3334,16567,81,0.0194,2020-10-10
24169,California,852410,3334,16567,81,0.0194,2020-10-10
24168,California,852410,3334,16567,81,0.0194,2020-10-10
24167,California,852410,3334,16567,81,0.0194,2020-10-10
24166,California,852410,3334,16567,81,0.0194,2020-10-10
24165,California,852410,3334,16567,81,0.0194,2020-10-10
24164,California,852410,3334,16567,81,0.0194,2020-10-10
24163,California,852410,3334,16567,81,0.0194,2020-10-10
24162,California,852410,3334,16567,81,0.0194,2020-10-10
24161,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24160,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24159,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24158,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24156,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24142,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24155,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24154,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24153,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24152,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24151,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24150,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24149,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24148,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24147,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24146,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24145,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24144,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24143,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24109,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24107,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24301,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24106,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24073,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24072,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24071,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24070,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24069,California,852410,3334,16567,81,0.0194,2020-10-10
24068,California,852410,3334,16567,81,0.0194,2020-10-10
24067,California,852410,3334,16567,81,0.0194,2020-10-10
24066,California,852410,3334,16567,81,0.0194,2020-10-10
24065,California,852410,3334,16567,81,0.0194,2020-10-10
24064,California,852410,3334,16567,81,0.0194,2020-10-10
24063,California,852410,3334,16567,81,0.0194,2020-10-10
24062,California,852410,3334,16567,81,0.0194,2020-10-10
24061,California,852410,3334,16567,81,0.0194,2020-10-10
24060,California,852410,3334,16567,81,0.0194,2020-10-10
24059,California,852410,3334,16567,81,0.0194,2020-10-10
24058,California,852410,3334,16567,81,0.0194,2020-10-10
24057,California,852410,3334,16567,81,0.0194,2020-10-10
24056,California,852410,3334,16567,81,0.0194,2020-10-10
24055,California,852410,3334,16567,81,0.0194,2020-10-10
24054,California,852410,3334,16567,81,0.0194,2020-10-10
24053,California,852410,3334,16567,81,0.0194,2020-10-10
24052,California,852410,3334,16567,81,0.0194,2020-10-10
24051,California,852410,3334,16567,81,0.0194,2020-10-10
24050,California,852410,3334,16567,81,0.0194,2020-10-10
24049,California,852410,3334,16567,81,0.0194,2020-10-10
24048,California,852410,3334,16567,81,0.0194,2020-10-10
24047,California,852410,3334,16567,81,0.0194,2020-10-10
24046,California,852410,3334,16567,81,0.0194,2020-10-10
24045,California,852410,3334,16567,81,0.0194,2020-10-10
24074,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24075,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24076,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24092,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24105,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24104,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24103,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24102,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24101,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24100,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24099,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24098,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24097,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24096,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24095,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24094,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24093,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24091,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24077,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24090,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24089,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24088,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24087,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24086,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24085,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24084,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24083,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24082,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24081,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24080,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24079,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24078,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24171,California,852410,3334,16567,81,0.0194,2020-10-10
24172,California,852410,3334,16567,81,0.0194,2020-10-10
24173,California,852410,3334,16567,81,0.0194,2020-10-10
24174,California,852410,3334,16567,81,0.0194,2020-10-10
24267,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24266,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24265,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24264,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24263,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24262,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24261,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24260,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24259,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24258,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24257,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24256,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24255,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24254,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24253,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24252,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24251,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24250,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24249,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24248,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24247,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24246,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24245,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24244,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24243,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24242,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24241,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24240,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24239,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24268,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24269,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24270,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24286,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24299,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24298,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24297,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24296,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24295,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24294,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24293,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24292,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24291,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24290,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24289,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24288,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24287,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24285,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24271,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24284,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24283,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24282,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24281,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24280,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24279,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24278,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24277,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24276,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24275,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24274,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24273,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24272,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24238,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24237,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24236,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24189,California,852410,3334,16567,81,0.0194,2020-10-10
24202,California,852410,3334,16567,81,0.0194,2020-10-10
24201,California,852410,3334,16567,81,0.0194,2020-10-10
24200,California,852410,3334,16567,81,0.0194,2020-10-10
24199,California,852410,3334,16567,81,0.0194,2020-10-10
24198,California,852410,3334,16567,81,0.0194,2020-10-10
24197,California,852410,3334,16567,81,0.0194,2020-10-10
24196,California,852410,3334,16567,81,0.0194,2020-10-10
24195,California,852410,3334,16567,81,0.0194,2020-10-10
24194,California,852410,3334,16567,81,0.0194,2020-10-10
24193,California,852410,3334,16567,81,0.0194,2020-10-10
24192,California,852410,3334,16567,81,0.0194,2020-10-10
24191,California,852410,3334,16567,81,0.0194,2020-10-10
24190,California,852410,3334,16567,81,0.0194,2020-10-10
24188,California,852410,3334,16567,81,0.0194,2020-10-10
24204,California,852410,3334,16567,81,0.0194,2020-10-10
24187,California,852410,3334,16567,81,0.0194,2020-10-10
24186,California,852410,3334,16567,81,0.0194,2020-10-10
24185,California,852410,3334,16567,81,0.0194,2020-10-10
24184,California,852410,3334,16567,81,0.0194,2020-10-10
24183,California,852410,3334,16567,81,0.0194,2020-10-10
24182,California,852410,3334,16567,81,0.0194,2020-10-10
24181,California,852410,3334,16567,81,0.0194,2020-10-10
24180,California,852410,3334,16567,81,0.0194,2020-10-10
24179,California,852410,3334,16567,81,0.0194,2020-10-10
24178,California,852410,3334,16567,81,0.0194,2020-10-10
24177,California,852410,3334,16567,81,0.0194,2020-10-10
24176,California,852410,3334,16567,81,0.0194,2020-10-10
24175,California,852410,3334,16567,81,0.0194,2020-10-10
24203,California,852410,3334,16567,81,0.0194,2020-10-10
24205,California,852410,3334,16567,81,0.0194,2020-10-10
24235,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24221,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24234,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24233,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24232,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24231,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24230,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24229,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24228,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24227,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24226,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24225,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24224,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24223,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24222,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24220,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24206,California,852410,3334,16567,81,0.0194,2020-10-10
24219,Indiana,133411,1918,3782,21,0.0283,2020-10-10
24218,California,852410,3334,16567,81,0.0194,2020-10-10
24217,California,852410,3334,16567,81,0.0194,2020-10-10
24216,California,852410,3334,16567,81,0.0194,2020-10-10
24215,California,852410,3334,16567,81,0.0194,2020-10-10
24214,California,852410,3334,16567,81,0.0194,2020-10-10
24213,California,852410,3334,16567,81,0.0194,2020-10-10
24212,California,852410,3334,16567,81,0.0194,2020-10-10
24211,California,852410,3334,16567,81,0.0194,2020-10-10
24210,California,852410,3334,16567,81,0.0194,2020-10-10
24209,California,852410,3334,16567,81,0.0194,2020-10-10
24208,California,852410,3334,16567,81,0.0194,2020-10-10
24207,California,852410,3334,16567,81,0.0194,2020-10-10
24044,California,852410,3334,16567,81,0.0194,2020-10-10
24043,California,852410,3334,16567,81,0.0194,2020-10-10
24042,California,852410,3334,16567,81,0.0194,2020-10-10
23913,California,852410,3334,16567,81,0.0194,2020-10-10
23879,California,852410,3334,16567,81,0.0194,2020-10-10
23878,California,852410,3334,16567,81,0.0194,2020-10-10
23877,California,852410,3334,16567,81,0.0194,2020-10-10
23876,California,852410,3334,16567,81,0.0194,2020-10-10
23875,California,852410,3334,16567,81,0.0194,2020-10-10
23874,California,852410,3334,16567,81,0.0194,2020-10-10
23873,California,852410,3334,16567,81,0.0194,2020-10-10
23872,California,852410,3334,16567,81,0.0194,2020-10-10
23871,California,852410,3334,16567,81,0.0194,2020-10-10
23870,California,852410,3334,16567,81,0.0194,2020-10-10
23869,California,852410,3334,16567,81,0.0194,2020-10-10
23868,California,852410,3334,16567,81,0.0194,2020-10-10
23867,California,852410,3334,16567,81,0.0194,2020-10-10
23866,California,852410,3334,16567,81,0.0194,2020-10-10
23865,California,852410,3334,16567,81,0.0194,2020-10-10
23864,California,852410,3334,16567,81,0.0194,2020-10-10
23863,Indiana,133411,1918,3782,21,0.0283,2020-10-10
23862,Indiana,133411,1918,3782,21,0.0283,2020-10-10
23861,Indiana,133411,1918,3782,21,0.0283,2020-10-10
23860,Indiana,133411,1918,3782,21,0.0283,2020-10-10
23859,Indiana,133411,1918,3782,21,0.0283,2020-10-10
23858,Indiana,133411,1918,3782,21,0.0283,2020-10-10
23857,Indiana,133411,1918,3782,21,0.0283,2020-10-10
23856,Indiana,133411,1918,3782,21,0.0283,2020-10-10
23855,Indiana,133411,1918,3782,21,0.0283,2020-10-10
23854,Indiana,133411,1918,3782,21,0.0283,2020-10-10
23853,Indiana,133411,1918,3782,21,0.0283,2020-10-10
23852,Indiana,133411,1918,3782,21,0.0283,2020-10-10
23851,Indiana,133411,1918,3782,21,0.0283,2020-10-10
23880,California,852410,3334,16567,81,0.0194,2020-10-10
23881,California,852410,3334,16567,81,0.0194,2020-10-10
23882,California,852410,3334,16567,81,0.0194,2020-10-10
23898,California,852410,3334,16567,81,0.0194,2020-10-10
23911,California,852410,3334,16567,81,0.0194,2020-10-10
23910,California,852410,3334,16567,81,0.0194,2020-10-10
23909,California,852410,3334,16567,81,0.0194,2020-10-10
23908,California,852410,3334,16567,81,0.0194,2020-10-10
23907,California,852410,3334,16567,81,0.0194,2020-10-10
23906,California,852410,3334,16567,81,0.0194,2020-10-10
23905,California,852410,3334,16567,81,0.0194,2020-10-10
23904,California,852410,3334,16567,81,0.0194,2020-10-10
23903,California,852410,3334,16567,81,0.0194,2020-10-10
23902,California,852410,3334,16567,81,0.0194,2020-10-10
23901,California,852410,3334,16567,81,0.0194,2020-10-10
23900,California,852410,3334,16567,81,0.0194,2020-10-10
23899,California,852410,3334,16567,81,0.0194,2020-10-10
23897,California,852410,3334,16567,81,0.0194,2020-10-10
23883,California,852410,3334,16567,81,0.0194,2020-10-10
23896,California,852410,3334,16567,81,0.0194,2020-10-10
23895,California,852410,3334,16567,81,0.0194,2020-10-10
23894,California,852410,3334,16567,81,0.0194,2020-10-10
23893,California,852410,3334,16567,81,0.0194,2020-10-10
23892,California,852410,3334,16567,81,0.0194,2020-10-10
23891,California,852410,3334,16567,81,0.0194,2020-10-10
23890,California,852410,3334,16567,81,0.0194,2020-10-10
23889,California,852410,3334,16567,81,0.0194,2020-10-10
23888,California,852410,3334,16567,81,0.0194,2020-10-10
23887,California,852410,3334,16567,81,0.0194,2020-10-10
23886,California,852410,3334,16567,81,0.0194,2020-10-10
23885,California,852410,3334,16567,81,0.0194,2020-10-10
23884,California,852410,3334,16567,81,0.0194,2020-10-10
23850,Indiana,133411,1918,3782,21,0.0283,2020-10-10
23849,Indiana,133411,1918,3782,21,0.0283,2020-10-10
23848,Indiana,133411,1918,3782,21,0.0283,2020-10-10
23801,Indiana,133411,1918,3782,21,0.0283,2020-10-10
23814,Indiana,133411,1918,3782,21,0.0283,2020-10-10
23813,Indiana,133411,1918,3782,21,0.0283,2020-10-10
23812,Indiana,133411,1918,3782,21,0.0283,2020-10-10
23811,Indiana,133411,1918,3782,21,0.0283,2020-10-10
23810,Indiana,133411,1918,3782,21,0.0283,2020-10-10
23809,Indiana,133411,1918,3782,21,0.0283,2020-10-10
23808,Indiana,133411,1918,3782,21,0.0283,2020-10-10
23807,Indiana,133411,1918,3782,21,0.0283,2020-10-10
23806,Indiana,133411,1918,3782,21,0.0283,2020-10-10
23805,Indiana,133411,1918,3782,21,0.0283,2020-10-10
23804,Indiana,133411,1918,3782,21,0.0283,2020-10-10
23803,Indiana,133411,1918,3782,21,0.0283,2020-10-10
23802,Indiana,133411,1918,3782,21,0.0283,2020-10-10
23800,Indiana,133411,1918,3782,21,0.0283,2020-10-10
23816,Indiana,133411,1918,3782,21,0.0283,2020-10-10
23799,Indiana,133411,1918,3782,21,0.0283,2020-10-10
23798,Indiana,133411,1918,3782,21,0.0283,2020-10-10
23797,Indiana,133411,1918,3782,21,0.0283,2020-10-10
23796,Indiana,133411,1918,3782,21,0.0283,2020-10-10
23795,Indiana,133411,1918,3782,21,0.0283,2020-10-10
23794,Indiana,133411,1918,3782,21,0.0283,2020-10-10
23793,Indiana,133411,1918,3782,21,0.0283,2020-10-10
23792,Indiana,133411,1918,3782,21,0.0283,2020-10-10
23791,Indiana,133411,1918,3782,21,0.0283,2020-10-10
23790,Indiana,133411,1918,3782,21,0.0283,2020-10-10
23789,Indiana,133411,1918,3782,21,0.0283,2020-10-10
23788,Indiana,133411,1918,3782,21,0.0283,2020-10-10
23787,Indiana,133411,1918,3782,21,0.0283,2020-10-10
23815,Indiana,133411,1918,3782,21,0.0283,2020-10-10
23817,Indiana,133411,1918,3782,21,0.0283,2020-10-10
23847,Indiana,133411,1918,3782,21,0.0283,2020-10-10
23833,Indiana,133411,1918,3782,21,0.0283,2020-10-10
23846,Indiana,133411,1918,3782,21,0.0283,2020-10-10
23845,Indiana,133411,1918,3782,21,0.0283,2020-10-10
23844,Indiana,133411,1918,3782,21,0.0283,2020-10-10
23843,Indiana,133411,1918,3782,21,0.0283,2020-10-10
23842,Indiana,133411,1918,3782,21,0.0283,2020-10-10
23841,Indiana,133411,1918,3782,21,0.0283,2020-10-10
