State,Total Cases,New Cases,Total Deaths,New Deaths,Fatality Rate,Latitude,Longitude,Date
Maryland,50988,1279,2466,38,0.0484,39.0639,-76.8021,2020-05-29
Massachusetts,95512,617,6718,78,0.0703,42.2302,-71.5301,2020-05-29
Michigan,56621,607,5406,34,0.0955,43.3266,-84.5361,2020-05-29
Minnesota,23531,584,1006,29,0.0428,45.6945,-93.9002,2020-05-29
Mississippi,14793,421,710,17,0.048,32.7416,-89.6787,2020-05-29
Missouri,13084,103,730,22,0.0558,38.4561,-92.2884,2020-05-29
Montana,493,8,17,0,0.0345,46.9219,-110.4544,2020-05-29
Nebraska,13648,399,164,1,0.012,41.1254,-98.2681,2020-05-29
Nevada,8376,128,406,0,0.0485,38.3135,-117.0554,2020-05-29
New Hampshire,4492,103,238,6,0.053,43.4525,-71.5639,2020-05-29
New Jersey,158844,1659,11531,122,0.0726,40.2989,-74.521,2020-05-29
New Mexico,7493,129,344,9,0.0459,34.8405,-106.2485,2020-05-29
New York,368284,1551,29646,117,0.0805,42.1657,-74.9481,2020-05-29
North Carolina,26885,1085,919,43,0.0342,35.6301,-79.8064,2020-05-29
North Dakota,2520,39,59,2,0.0234,47.5289,-99.784,2020-05-29
Ohio,34566,651,2131,33,0.0617,40.3888,-82.7649,2020-05-29
Oklahoma,6338,65,329,4,0.0519,35.5653,-96.9289,2020-05-29
Oregon,4131,45,151,0,0.0366,44.572,-122.0709,2020-05-29
Pennsylvania,74984,764,5464,91,0.0729,40.5908,-77.2098,2020-05-29
Rhode Island,14635,141,693,16,0.0474,41.6809,-71.5118,2020-05-29
South Carolina,11131,343,483,13,0.0434,33.8569,-80.945,2020-05-29
South Dakota,4866,73,59,5,0.0121,44.2998,-99.4388,2020-05-29
Tennessee,22063,384,361,5,0.0164,35.7478,-86.6923,2020-05-29
Texas,60901,506,1619,8,0.0266,31.0545,-97.5635,2020-05-29
Utah,9264,343,107,1,0.0116,40.15,-111.8624,2020-05-29
Vermont,975,1,55,0,0.0564,44.0459,-72.7107,2020-05-29
Virginia,42533,1132,1358,20,0.0319,37.7693,-78.17,2020-05-29
Washington,21071,307,1111,5,0.0527,47.4009,-121.4905,2020-05-29
West Virginia,1951,16,74,0,0.0379,38.4912,-80.9545,2020-05-29
Wisconsin,17707,733,568,18,0.0321,44.2685,-89.6165,2020-05-29
Wyoming,891,15,15,0,0.0168,42.756,-107.3025,2020-05-29
Alabama,17359,328,618,8,0.0356,32.3182,-86.9023,2020-05-30
Alaska,433,4,10,0,0.0231,61.3707,-152.4044,2020-05-30
Arizona,19258,786,904,18,0.0469,33.7298,-111.4312,2020-05-30
Arkansas,7013,236,133,1,0.019,34.9697,-92.3731,2020-05-30
California,109895,3273,4144,67,0.0377,36.1162,-119.6816,2020-05-30
Colorado,26084,486,1443,7,0.0553,39.0598,-105.3111,2020-05-30
Connecticut,42022,260,3912,44,0.0931,41.5978,-72.7554,2020-05-30
Delaware,9422,186,361,5,0.0383,39.3185,-75.5071,2020-05-30
District of Columbia,8717,179,462,2,0.053,38.8974,-77.0268,2020-05-30
Florida,55424,927,2447,34,0.0442,27.7663,-81.6868,2020-05-30
Georgia,46331,450,2004,17,0.0433,33.0406,-83.6431,2020-05-30
Idaho,2803,33,82,0,0.0293,44.2405,-114.4788,2020-05-30
Illinois,118917,1462,5330,60,0.0448,40.3495,-88.9861,2020-05-30
Indiana,34211,653,2125,15,0.0621,39.8494,-86.2583,2020-05-30
Iowa,19244,287,531,7,0.0276,42.0115,-93.2105,2020-05-30
Kansas,9690,28,215,0,0.0222,38.5266,-96.7265,2020-05-30
Kentucky,9704,240,431,13,0.0444,37.6681,-84.6701,2020-05-30
Louisiana,39577,775,2786,19,0.0704,31.1695,-91.8678,2020-05-30
Maine,2282,56,89,4,0.039,44.6939,-69.3819,2020-05-30
Maryland,52015,1027,2509,43,0.0482,39.0639,-76.8021,2020-05-30
Massachusetts,96301,789,6768,50,0.0703,42.2302,-71.5301,2020-05-30
Michigan,56969,348,5464,58,0.0959,43.3266,-84.5361,2020-05-30
Minnesota,24190,659,1036,30,0.0428,45.6945,-93.9002,2020-05-30
Mississippi,15229,436,723,13,0.0475,32.7416,-89.6787,2020-05-30
Missouri,13298,214,774,44,0.0582,38.4561,-92.2884,2020-05-30
Montana,505,12,17,0,0.0337,46.9219,-110.4544,2020-05-30
Nebraska,13905,257,170,6,0.0122,41.1254,-98.2681,2020-05-30
Nevada,8517,141,417,11,0.049,38.3135,-117.0554,2020-05-30
New Hampshire,4492,0,238,0,0.053,43.4525,-71.5639,2020-05-30
New Jersey,159608,764,11634,103,0.0729,40.2989,-74.521,2020-05-30
New Mexico,7624,131,351,7,0.046,34.8405,-106.2485,2020-05-30
New York,369660,1376,29710,64,0.0804,42.1657,-74.9481,2020-05-30
North Carolina,27794,909,929,10,0.0334,35.6301,-79.8064,2020-05-30
North Dakota,2554,34,60,1,0.0235,47.5289,-99.784,2020-05-30
Ohio,35033,467,2149,18,0.0613,40.3888,-82.7649,2020-05-30
Oklahoma,6418,80,334,5,0.052,35.5653,-96.9289,2020-05-30
Oregon,4185,54,153,2,0.0366,44.572,-122.0709,2020-05-30
Pennsylvania,75697,713,5537,73,0.0731,40.5908,-77.2098,2020-05-30
Rhode Island,14819,184,711,18,0.048,41.6809,-71.5118,2020-05-30
South Carolina,11394,263,487,4,0.0427,33.8569,-80.945,2020-05-30
South Dakota,4960,94,62,3,0.0125,44.2998,-99.4388,2020-05-30
Tennessee,22566,503,364,3,0.0161,35.7478,-86.6923,2020-05-30
Texas,62675,1774,1652,33,0.0264,31.0545,-97.5635,2020-05-30
Utah,9533,269,112,5,0.0117,40.15,-111.8624,2020-05-30
Vermont,977,2,55,0,0.0563,44.0459,-72.7107,2020-05-30
Virginia,43611,1078,1370,12,0.0314,37.7693,-78.17,2020-05-30
Washington,21349,278,1118,7,0.0524,47.4009,-121.4905,2020-05-30
West Virginia,1989,38,75,1,0.0377,38.4912,-80.9545,2020-05-30
Wisconsin,18230,523,588,20,0.0323,44.2685,-89.6165,2020-05-30
Wyoming,898,7,16,1,0.0178,42.756,-107.3025,2020-05-30
Alabama,17952,593,630,12,0.0351,32.3182,-86.9023,2020-05-31
Alaska,459,26,10,0,0.0218,61.3707,-152.4044,2020-05-31
Arizona,19936,678,907,3,0.0455,33.7298,-111.4312,2020-05-31
Arkansas,7253,240,133,0,0.0183,34.9697,-92.3731,2020-05-31
California,111951,2056,4172,28,0.0373,36.1162,-119.6816,2020-05-31
Colorado,26364,280,1445,2,0.0548,39.0598,-105.3111,2020-05-31
Connecticut,42201,179,3944,32,0.0935,41.5978,-72.7554,2020-05-31
Delaware,9498,76,366,5,0.0385,39.3185,-75.5071,2020-05-31
District of Columbia,8801,84,466,4,0.0529,38.8974,-77.0268,2020-05-31
Florida,56163,739,2451,4,0.0436,27.7663,-81.6868,2020-05-31
Georgia,47063,732,2053,49,0.0436,33.0406,-83.6431,2020-05-31
Idaho,2839,36,82,0,0.0289,44.2405,-114.4788,2020-05-31
Illinois,120260,1343,5390,60,0.0448,40.3495,-88.9861,2020-05-31
Indiana,34574,363,2134,9,0.0617,39.8494,-86.2583,2020-05-31
Iowa,19552,308,535,4,0.0274,42.0115,-93.2105,2020-05-31
Kansas,9700,10,215,0,0.0222,38.5266,-96.7265,2020-05-31
Kentucky,9704,0,431,0,0.0444,37.6681,-84.6701,2020-05-31
Louisiana,39916,339,2791,5,0.0699,31.1695,-91.8678,2020-05-31
Maine,2325,43,89,0,0.0383,44.6939,-69.3819,2020-05-31
Maryland,52778,763,2532,23,0.048,39.0639,-76.8021,2020-05-31
Massachusetts,96965,664,6846,78,0.0706,42.2302,-71.5301,2020-05-31
Michigan,57397,428,5491,27,0.0957,43.3266,-84.5361,2020-05-31
Minnesota,24850,660,1050,14,0.0423,45.6945,-93.9002,2020-05-31
Mississippi,15523,294,734,11,0.0473,32.7416,-89.6787,2020-05-31
Missouri,13438,140,776,2,0.0577,38.4561,-92.2884,2020-05-31
Montana,515,10,17,0,0.033,46.9219,-110.4544,2020-05-31
Nebraska,14101,196,170,0,0.0121,41.1254,-98.2681,2020-05-31
Nevada,8628,111,417,0,0.0483,38.3135,-117.0554,2020-05-31
New Hampshire,4651,159,245,7,0.0527,43.4525,-71.5639,2020-05-31
New Jersey,160445,837,11698,64,0.0729,40.2989,-74.521,2020-05-31
New Mexico,7689,65,356,5,0.0463,34.8405,-106.2485,2020-05-31
New York,370770,1110,29784,74,0.0803,42.1657,-74.9481,2020-05-31
North Carolina,28785,991,937,8,0.0326,35.6301,-79.8064,2020-05-31
North Dakota,2577,23,61,1,0.0237,47.5289,-99.784,2020-05-31
Ohio,35513,480,2155,6,0.0607,40.3888,-82.7649,2020-05-31
Oklahoma,6418,0,334,0,0.052,35.5653,-96.9289,2020-05-31
Oregon,4243,58,153,0,0.0361,44.572,-122.0709,2020-05-31
Pennsylvania,76129,432,5555,18,0.073,40.5908,-77.2098,2020-05-31
Rhode Island,14928,109,718,7,0.0481,41.6809,-71.5118,2020-05-31
South Carolina,11861,467,494,7,0.0416,33.8569,-80.945,2020-05-31
South Dakota,4993,33,62,0,0.0124,44.2998,-99.4388,2020-05-31
Tennessee,22566,0,364,0,0.0161,35.7478,-86.6923,2020-05-31
Texas,64652,1977,1675,23,0.0259,31.0545,-97.5635,2020-05-31
Utah,9797,264,113,1,0.0115,40.15,-111.8624,2020-05-31
Vermont,981,4,55,0,0.0561,44.0459,-72.7107,2020-05-31
Virginia,44607,996,1375,5,0.0308,37.7693,-78.17,2020-05-31
Washington,21702,353,1118,0,0.0515,47.4009,-121.4905,2020-05-31
West Virginia,2010,21,75,0,0.0373,38.4912,-80.9545,2020-05-31
Wisconsin,18403,173,592,4,0.0322,44.2685,-89.6165,2020-05-31
Wyoming,903,5,16,0,0.0177,42.756,-107.3025,2020-05-31
Alabama,18630,678,646,16,0.0347,32.3182,-86.9023,2020-06-01
Alaska,466,7,10,0,0.0215,61.3707,-152.4044,2020-06-01
Arizona,20129,193,918,11,0.0456,33.7298,-111.4312,2020-06-01
Arkansas,7443,190,133,0,0.0179,34.9697,-92.3731,2020-06-01
California,114733,2782,4217,45,0.0368,36.1162,-119.6816,2020-06-01
Colorado,26563,199,1458,13,0.0549,39.0598,-105.3111,2020-06-01
Connecticut,42740,539,3970,26,0.0929,41.5978,-72.7554,2020-06-01
Delaware,9605,107,368,2,0.0383,39.3185,-75.5071,2020-06-01
District of Columbia,8857,56,468,2,0.0528,38.8974,-77.0268,2020-06-01
Florida,56830,667,2460,9,0.0433,27.7663,-81.6868,2020-06-01
Georgia,47902,839,2094,41,0.0437,33.0406,-83.6431,2020-06-01
Idaho,2839,0,82,0,0.0289,44.2405,-114.4788,2020-06-01
Illinois,121234,974,5412,22,0.0446,40.3495,-88.9861,2020-06-01
Indiana,34830,256,2143,9,0.0615,39.8494,-86.2583,2020-06-01
Iowa,19699,147,555,20,0.0282,42.0115,-93.2105,2020-06-01
Kansas,9920,220,217,2,0.0219,38.5266,-96.7265,2020-06-01
Kentucky,10046,342,439,8,0.0437,37.6681,-84.6701,2020-06-01
Louisiana,40341,425,2801,10,0.0694,31.1695,-91.8678,2020-06-01
Maine,2349,24,89,0,0.0379,44.6939,-69.3819,2020-06-01
Maryland,53327,549,2552,20,0.0479,39.0639,-76.8021,2020-06-01
Massachusetts,100805,3840,7035,189,0.0698,42.2302,-71.5301,2020-06-01
Michigan,57532,135,5516,25,0.0959,43.3266,-84.5361,2020-06-01
Minnesota,25208,358,1060,10,0.0421,45.6945,-93.9002,2020-06-01
Mississippi,15752,229,739,5,0.0469,32.7416,-89.6787,2020-06-01
Missouri,13724,286,776,0,0.0565,38.4561,-92.2884,2020-06-01
Montana,519,4,17,0,0.0328,46.9219,-110.4544,2020-06-01
Nebraska,14345,244,170,0,0.0119,41.1254,-98.2681,2020-06-01
Nevada,8702,74,417,0,0.0479,38.3135,-117.0554,2020-06-01
New Hampshire,4685,34,245,0,0.0523,43.4525,-71.5639,2020-06-01
New Jersey,160918,473,11723,25,0.0729,40.2989,-74.521,2020-06-01
New Mexico,7800,111,362,6,0.0464,34.8405,-106.2485,2020-06-01
New York,371711,941,29917,133,0.0805,42.1657,-74.9481,2020-06-01
North Carolina,29592,807,948,11,0.032,35.6301,-79.8064,2020-06-01
North Dakota,2625,48,61,0,0.0232,47.5289,-99.784,2020-06-01
Ohio,35984,471,2207,52,0.0613,40.3888,-82.7649,2020-06-01
Oklahoma,6913,495,350,16,0.0506,35.5653,-96.9289,2020-06-01
Oregon,4302,59,154,1,0.0358,44.572,-122.0709,2020-06-01
Pennsylvania,76646,517,5567,12,0.0726,40.5908,-77.2098,2020-06-01
Rhode Island,14991,63,720,2,0.048,41.6809,-71.5118,2020-06-01
South Carolina,12148,287,500,6,0.0412,33.8569,-80.945,2020-06-01
South Dakota,5034,41,62,0,0.0123,44.2998,-99.4388,2020-06-01
Tennessee,22566,0,364,0,0.0161,35.7478,-86.6923,2020-06-01
Texas,65593,941,1683,8,0.0257,31.0545,-97.5635,2020-06-01
Utah,9999,202,113,0,0.0113,40.15,-111.8624,2020-06-01
Vermont,983,2,55,0,0.056,44.0459,-72.7107,2020-06-01
Virginia,45398,791,1392,17,0.0307,37.7693,-78.17,2020-06-01
Washington,21977,275,1123,5,0.0511,47.4009,-121.4905,2020-06-01
West Virginia,2028,18,76,1,0.0375,38.4912,-80.9545,2020-06-01
Wisconsin,18543,140,595,3,0.0321,44.2685,-89.6165,2020-06-01
Wyoming,910,7,17,1,0.0187,42.756,-107.3025,2020-06-01
Alabama,18766,136,653,7,0.0348,32.3182,-86.9023,2020-06-02
Alaska,486,20,10,0,0.0206,61.3707,-152.4044,2020-06-02
Arizona,21264,1135,943,25,0.0443,33.7298,-111.4312,2020-06-02
Arkansas,7818,375,136,3,0.0174,34.9697,-92.3731,2020-06-02
California,117215,2482,4305,88,0.0367,36.1162,-119.6816,2020-06-02
Colorado,26774,211,1474,16,0.0551,39.0598,-105.3111,2020-06-02
Connecticut,42979,239,3972,2,0.0924,41.5978,-72.7554,2020-06-02
Delaware,9685,80,373,5,0.0385,39.3185,-75.5071,2020-06-02
District of Columbia,8886,29,470,2,0.0529,38.8974,-77.0268,2020-06-02
Florida,57447,617,2530,70,0.044,27.7663,-81.6868,2020-06-02
Georgia,48207,305,2102,8,0.0436,33.0406,-83.6431,2020-06-02
Idaho,2933,94,83,1,0.0283,44.2405,-114.4788,2020-06-02
Illinois,122848,1614,5525,113,0.045,40.3495,-88.9861,2020-06-02
Indiana,35237,407,2197,54,0.0623,39.8494,-86.2583,2020-06-02
Iowa,20019,320,561,6,0.028,42.0115,-93.2105,2020-06-02
Kansas,9965,45,222,5,0.0223,38.5266,-96.7265,2020-06-02
Kentucky,10185,139,442,3,0.0434,37.6681,-84.6701,2020-06-02
Louisiana,40746,405,2835,34,0.0696,31.1695,-91.8678,2020-06-02
Maine,2377,28,94,5,0.0395,44.6939,-69.3819,2020-06-02
Maryland,54175,848,2597,45,0.0479,39.0639,-76.8021,2020-06-02
Massachusetts,101163,358,7085,50,0.07,42.2302,-71.5301,2020-06-02
Michigan,57731,199,5553,37,0.0962,43.3266,-84.5361,2020-06-02
Minnesota,25508,300,1082,22,0.0424,45.6945,-93.9002,2020-06-02
Mississippi,16041,289,767,28,0.0478,32.7416,-89.6787,2020-06-02
Missouri,14015,291,786,10,0.0561,38.4561,-92.2884,2020-06-02
Montana,523,4,17,0,0.0325,46.9219,-110.4544,2020-06-02
Nebraska,14616,271,170,0,0.0116,41.1254,-98.2681,2020-06-02
Nevada,8858,156,417,0,0.0471,38.3135,-117.0554,2020-06-02
New Hampshire,4749,64,256,11,0.0539,43.4525,-71.5639,2020-06-02
New Jersey,161545,627,11771,48,0.0729,40.2989,-74.521,2020-06-02
New Mexico,8024,224,367,5,0.0457,34.8405,-106.2485,2020-06-02
New York,373040,1329,29968,51,0.0803,42.1657,-74.9481,2020-06-02
North Carolina,30023,431,961,13,0.032,35.6301,-79.8064,2020-06-02
North Dakota,2646,21,65,4,0.0246,47.5289,-99.784,2020-06-02
Ohio,36350,366,2259,52,0.0621,40.3888,-82.7649,2020-06-02
Oklahoma,6692,-221,339,-11,0.0507,35.5653,-96.9289,2020-06-02
Oregon,4335,33,157,3,0.0362,44.572,-122.0709,2020-06-02
Pennsylvania,77225,579,5667,100,0.0734,40.5908,-77.2098,2020-06-02
Rhode Island,15112,121,732,12,0.0484,41.6809,-71.5118,2020-06-02
South Carolina,12415,267,501,1,0.0404,33.8569,-80.945,2020-06-02
South Dakota,5067,33,62,0,0.0122,44.2998,-99.4388,2020-06-02
Tennessee,24342,1776,381,17,0.0157,35.7478,-86.6923,2020-06-02
Texas,67310,1717,1716,33,0.0255,31.0545,-97.5635,2020-06-02
Utah,10202,203,113,0,0.0111,40.15,-111.8624,2020-06-02
Vermont,988,5,55,0,0.0557,44.0459,-72.7107,2020-06-02
Virginia,46239,841,1407,15,0.0304,37.7693,-78.17,2020-06-02
Washington,22157,180,1129,6,0.051,47.4009,-121.4905,2020-06-02
West Virginia,2056,28,78,2,0.0379,38.4912,-80.9545,2020-06-02
Wisconsin,18917,374,607,12,0.0321,44.2685,-89.6165,2020-06-02
Wyoming,912,2,17,0,0.0186,42.756,-107.3025,2020-06-02
Alabama,18851,85,653,0,0.0346,32.3182,-86.9023,2020-06-03
Alaska,504,18,10,0,0.0198,61.3707,-152.4044,2020-06-03
Arizona,22356,1092,983,40,0.044,33.7298,-111.4312,2020-06-03
Arkansas,8067,249,142,6,0.0176,34.9697,-92.3731,2020-06-03
California,119348,2133,4374,69,0.0366,36.1162,-119.6816,2020-06-03
Colorado,27046,272,1494,20,0.0552,39.0598,-105.3111,2020-06-03
Connecticut,43091,112,3989,17,0.0926,41.5978,-72.7554,2020-06-03
Delaware,9712,27,375,2,0.0386,39.3185,-75.5071,2020-06-03
District of Columbia,9016,130,473,3,0.0525,38.8974,-77.0268,2020-06-03
Florida,58764,1317,2566,36,0.0437,27.7663,-81.6868,2020-06-03
Georgia,48894,687,2123,21,0.0434,33.0406,-83.6431,2020-06-03
Idaho,2933,0,83,0,0.0283,44.2405,-114.4788,2020-06-03
Illinois,123830,982,5621,96,0.0454,40.3495,-88.9861,2020-06-03
Indiana,35712,475,2207,10,0.0618,39.8494,-86.2583,2020-06-03
Iowa,20300,281,574,13,0.0283,42.0115,-93.2105,2020-06-03
Kansas,10092,127,226,4,0.0224,38.5266,-96.7265,2020-06-03
Kentucky,10410,225,450,8,0.0432,37.6681,-84.6701,2020-06-03
Louisiana,41133,387,2870,35,0.0698,31.1695,-91.8678,2020-06-03
Maine,2418,41,95,1,0.0393,44.6939,-69.3819,2020-06-03
Maryland,54982,807,2641,44,0.048,39.0639,-76.8021,2020-06-03
Massachusetts,101592,429,7152,67,0.0704,42.2302,-71.5301,2020-06-03
Michigan,58035,304,5570,17,0.096,43.3266,-84.5361,2020-06-03
Minnesota,25870,362,1097,15,0.0424,45.6945,-93.9002,2020-06-03
Mississippi,16322,281,782,15,0.0479,32.7416,-89.6787,2020-06-03
Missouri,14189,174,791,5,0.0557,38.4561,-92.2884,2020-06-03
Montana,525,2,17,0,0.0324,46.9219,-110.4544,2020-06-03
Nebraska,14885,269,170,0,0.0114,41.1254,-98.2681,2020-06-03
Nevada,8951,93,431,14,0.0482,38.3135,-117.0554,2020-06-03
New Hampshire,4795,46,265,9,0.0553,43.4525,-71.5639,2020-06-03
New Jersey,162068,523,11880,109,0.0733,40.2989,-74.521,2020-06-03
New Mexico,8140,116,375,8,0.0461,34.8405,-106.2485,2020-06-03
New York,374085,1045,30019,51,0.0802,42.1657,-74.9481,2020-06-03
North Carolina,31276,1253,999,38,0.0319,35.6301,-79.8064,2020-06-03
North Dakota,2679,33,66,1,0.0246,47.5289,-99.784,2020-06-03
Ohio,36792,442,2300,41,0.0625,40.3888,-82.7649,2020-06-03
Oklahoma,6805,113,341,2,0.0501,35.5653,-96.9289,2020-06-03
Oregon,4399,64,159,2,0.0361,44.572,-122.0709,2020-06-03
Pennsylvania,77780,555,5742,75,0.0738,40.5908,-77.2098,2020-06-03
Rhode Island,15219,107,742,10,0.0488,41.6809,-71.5118,2020-06-03
South Carolina,12415,0,501,0,0.0404,33.8569,-80.945,2020-06-03
South Dakota,5162,95,62,0,0.012,44.2998,-99.4388,2020-06-03
Tennessee,24833,491,388,7,0.0156,35.7478,-86.6923,2020-06-03
Texas,68877,1567,1744,28,0.0253,31.0545,-97.5635,2020-06-03
Utah,10497,295,117,4,0.0111,40.15,-111.8624,2020-06-03
Vermont,990,2,55,0,0.0556,44.0459,-72.7107,2020-06-03
Virginia,46905,666,1428,21,0.0304,37.7693,-78.17,2020-06-03
Washington,22484,327,1135,6,0.0505,47.4009,-121.4905,2020-06-03
West Virginia,2077,21,78,0,0.0376,38.4912,-80.9545,2020-06-03
Wisconsin,19400,483,616,9,0.0318,44.2685,-89.6165,2020-06-03
Wyoming,915,3,17,0,0.0186,42.756,-107.3025,2020-06-03
Alabama,19072,221,653,0,0.0342,32.3182,-86.9023,2020-06-04
Alaska,512,8,10,0,0.0195,61.3707,-152.4044,2020-06-04
Arizona,22886,530,999,16,0.0437,33.7298,-111.4312,2020-06-04
Arkansas,8425,358,151,9,0.0179,34.9697,-92.3731,2020-06-04
California,122168,2820,4444,70,0.0364,36.1162,-119.6816,2020-06-04
Colorado,27346,300,1512,18,0.0553,39.0598,-105.3111,2020-06-04
Connecticut,43239,148,4007,18,0.0927,41.5978,-72.7554,2020-06-04
Delaware,9746,34,386,11,0.0396,39.3185,-75.5071,2020-06-04
District of Columbia,9120,104,475,2,0.0521,38.8974,-77.0268,2020-06-04
Florida,60183,1419,2607,41,0.0433,27.7663,-81.6868,2020-06-04
Georgia,49859,965,2149,26,0.0431,33.0406,-83.6431,2020-06-04
Idaho,2990,57,83,0,0.0278,44.2405,-114.4788,2020-06-04
Illinois,124759,929,5736,115,0.046,40.3495,-88.9861,2020-06-04
Indiana,36096,384,2231,24,0.0618,39.8494,-86.2583,2020-06-04
Iowa,20806,506,583,9,0.028,42.0115,-93.2105,2020-06-04
Kansas,10167,75,227,1,0.0223,38.5266,-96.7265,2020-06-04
Kentucky,10705,295,458,8,0.0428,37.6681,-84.6701,2020-06-04
Louisiana,41562,429,2883,13,0.0694,31.1695,-91.8678,2020-06-04
Maine,2446,28,95,0,0.0388,44.6939,-69.3819,2020-06-04
Maryland,55858,876,2668,27,0.0478,39.0639,-76.8021,2020-06-04
Massachusetts,102063,471,7201,49,0.0706,42.2302,-71.5301,2020-06-04
Michigan,58241,206,5595,25,0.0961,43.3266,-84.5361,2020-06-04
Minnesota,26273,403,1126,29,0.0429,45.6945,-93.9002,2020-06-04
Mississippi,16560,238,794,12,0.0479,32.7416,-89.6787,2020-06-04
Missouri,14438,249,795,4,0.0551,38.4561,-92.2884,2020-06-04
Montana,539,14,17,0,0.0315,46.9219,-110.4544,2020-06-04
Nebraska,15139,254,187,17,0.0124,41.1254,-98.2681,2020-06-04
Nevada,9129,178,430,-1,0.0471,38.3135,-117.0554,2020-06-04
New Hampshire,4876,81,273,8,0.056,43.4525,-71.5639,2020-06-04
New Jersey,162530,462,11970,90,0.0736,40.2989,-74.521,2020-06-04
New Mexico,8353,213,383,8,0.0459,34.8405,-106.2485,2020-06-04
New York,375133,1048,30174,155,0.0804,42.1657,-74.9481,2020-06-04
North Carolina,32075,799,1006,7,0.0314,35.6301,-79.8064,2020-06-04
North Dakota,2706,27,66,0,0.0244,47.5289,-99.784,2020-06-04
Ohio,37282,490,2340,40,0.0628,40.3888,-82.7649,2020-06-04
Oklahoma,6907,102,344,3,0.0498,35.5653,-96.9289,2020-06-04
Oregon,4474,75,159,0,0.0355,44.572,-122.0709,2020-06-04
Pennsylvania,78335,555,5832,90,0.0744,40.5908,-77.2098,2020-06-04
Rhode Island,15325,106,756,14,0.0493,41.6809,-71.5118,2020-06-04
South Carolina,12415,0,501,0,0.0404,33.8569,-80.945,2020-06-04
South Dakota,5247,85,64,2,0.0122,44.2998,-99.4388,2020-06-04
Tennessee,25190,357,401,13,0.0159,35.7478,-86.6923,2020-06-04
Texas,70555,1678,1776,32,0.0252,31.0545,-97.5635,2020-06-04
Utah,10813,316,117,0,0.0108,40.15,-111.8624,2020-06-04
Vermont,1026,36,55,0,0.0536,44.0459,-72.7107,2020-06-04
Virginia,47856,951,1445,17,0.0302,37.7693,-78.17,2020-06-04
Washington,22729,245,1138,3,0.0501,47.4009,-121.4905,2020-06-04
West Virginia,2102,25,79,1,0.0376,38.4912,-80.9545,2020-06-04
Wisconsin,19892,492,626,10,0.0315,44.2685,-89.6165,2020-06-04
Wyoming,921,6,17,0,0.0185,42.756,-107.3025,2020-06-04
Alabama,19387,315,676,23,0.0349,32.3182,-86.9023,2020-06-05
Alaska,523,11,10,0,0.0191,61.3707,-152.4044,2020-06-05
Arizona,24439,1553,1015,16,0.0415,33.7298,-111.4312,2020-06-05
Arkansas,8651,226,152,1,0.0176,34.9697,-92.3731,2020-06-05
California,125738,3570,4529,85,0.036,36.1162,-119.6816,2020-06-05
Colorado,27601,255,1524,12,0.0552,39.0598,-105.3111,2020-06-05
Connecticut,43460,221,4038,31,0.0929,41.5978,-72.7554,2020-06-05
Delaware,9773,27,388,2,0.0397,39.3185,-75.5071,2020-06-05
District of Columbia,9199,79,479,4,0.0521,38.8974,-77.0268,2020-06-05
Florida,61488,1305,2660,53,0.0433,27.7663,-81.6868,2020-06-05
Georgia,50621,762,2174,25,0.0429,33.0406,-83.6431,2020-06-05
Idaho,3111,121,83,0,0.0267,44.2405,-114.4788,2020-06-05
Illinois,125915,1156,5795,59,0.046,40.3495,-88.9861,2020-06-05
Indiana,36578,482,2258,27,0.0617,39.8494,-86.2583,2020-06-05
Iowa,21154,348,593,10,0.028,42.0115,-93.2105,2020-06-05
Kansas,10306,139,232,5,0.0225,38.5266,-96.7265,2020-06-05
Kentucky,10977,272,466,8,0.0425,37.6681,-84.6701,2020-06-05
Louisiana,41989,427,2912,29,0.0694,31.1695,-91.8678,2020-06-05
Maine,2482,36,98,3,0.0395,44.6939,-69.3819,2020-06-05
Maryland,56770,912,2702,34,0.0476,39.0639,-76.8021,2020-06-05
Massachusetts,102557,494,7235,34,0.0705,42.2302,-71.5301,2020-06-05
Michigan,58525,284,5613,18,0.0959,43.3266,-84.5361,2020-06-05
Minnesota,26980,707,1159,33,0.043,45.6945,-93.9002,2020-06-05
Mississippi,16769,209,803,9,0.0479,32.7416,-89.6787,2020-06-05
Missouri,14572,134,805,10,0.0552,38.4561,-92.2884,2020-06-05
Montana,541,2,18,1,0.0333,46.9219,-110.4544,2020-06-05
Nebraska,15406,267,187,0,0.0121,41.1254,-98.2681,2020-06-05
Nevada,9309,180,436,6,0.0468,38.3135,-117.0554,2020-06-05
New Hampshire,4953,77,278,5,0.0561,43.4525,-71.5639,2020-06-05
New Jersey,163336,806,12049,79,0.0738,40.2989,-74.521,2020-06-05
New Mexico,8672,319,387,4,0.0446,34.8405,-106.2485,2020-06-05
New York,376208,1075,30236,62,0.0804,42.1657,-74.9481,2020-06-05
North Carolina,33295,1220,1015,9,0.0305,35.6301,-79.8064,2020-06-05
North Dakota,2745,39,71,5,0.0259,47.5289,-99.784,2020-06-05
Ohio,37758,476,2357,17,0.0624,40.3888,-82.7649,2020-06-05
Oklahoma,7007,100,345,1,0.0492,35.5653,-96.9289,2020-06-05
Oregon,4570,96,161,2,0.0352,44.572,-122.0709,2020-06-05
Pennsylvania,78815,480,5898,66,0.0748,40.5908,-77.2098,2020-06-05
Rhode Island,15441,116,772,16,0.05,41.6809,-71.5118,2020-06-05
